"FullName","Length","LastWriteTime"
"D:\P2GC_Intelligence\MILES_OS\OPERATOR\OUTPUTS\NEXT_ACTIONS.csv","1826","6/20/2026 7:07:10 PM"
"D:\P2GC_Intelligence\MILES_OS\OPERATOR\OUTPUTS\MILES_OPERATOR_SUMMARY.csv","183","6/20/2026 7:07:10 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12",,"6/28/2026 3:18:46 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\GOOGLE",,"6/28/2026 7:07:24 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\INSTANTLY",,"6/28/2026 9:07:11 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\CALENDLY",,"6/29/2026 2:43:04 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\IONOS",,"6/29/2026 2:43:04 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\ORION",,"6/29/2026 2:43:04 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules",,"6/28/2026 3:32:09 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\modules",,"6/28/2026 3:48:58 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\output",,"6/28/2026 3:49:05 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\B12_CONNECTOR_V1.ps1","764","6/28/2026 3:18:48 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\package-lock.json","1696","6/28/2026 3:32:16 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\B12_PLAYWRIGHT_OBSERVER.js","1021","6/28/2026 3:43:38 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\controller.js","1283","6/29/2026 2:43:06 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\package.json","316","6/29/2026 2:46:06 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core",,"6/28/2026 3:32:10 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright",,"6/28/2026 3:32:10 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\.bin",,"6/28/2026 3:32:15 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\.package-lock.json","1080","6/28/2026 3:32:16 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib",,"6/28/2026 3:32:10 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\bin",,"6/28/2026 3:32:14 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\types",,"6/28/2026 3:32:15 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\LICENSE","11601","6/28/2026 3:32:12 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\NOTICE","254","6/28/2026 3:32:12 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\cli.js","839","6/28/2026 3:32:14 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\index.js","697","6/28/2026 3:32:14 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\browsers.json","1939","6/28/2026 3:32:16 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\package.json","876","6/28/2026 3:32:16 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\README.md","120","6/28/2026 3:32:16 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\index.mjs","1063","6/28/2026 3:32:16 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\index.d.ts","634","6/28/2026 3:32:16 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\ThirdPartyNotices.txt","676","6/28/2026 3:32:16 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite",,"6/28/2026 3:32:10 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\tools",,"6/28/2026 3:32:12 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\entry",,"6/28/2026 3:32:12 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\server",,"6/28/2026 3:32:13 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\xdg-open","25778","6/28/2026 3:32:12 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\bootstrap.js","3481","6/28/2026 3:32:14 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\coreBundle.js","3352341","6/28/2026 3:32:14 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\package.js","2112","6/28/2026 3:32:16 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\serverRegistry.js","247050","6/28/2026 3:32:16 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\utilsBundle.js","3143574","6/28/2026 3:32:16 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\serverRegistry.js.LICENSE","18617","6/28/2026 3:32:16 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\utilsBundle.js.LICENSE","110417","6/28/2026 3:32:16 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\recorder",,"6/28/2026 3:32:10 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\traceViewer",,"6/28/2026 3:32:10 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\dashboard",,"6/28/2026 3:32:11 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\htmlReport",,"6/28/2026 3:32:12 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\recorder\assets",,"6/28/2026 3:32:10 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\recorder\index.html","1078","6/28/2026 3:32:14 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\recorder\playwright-logo.svg","5033","6/28/2026 3:32:16 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\recorder\assets\codeMirrorModule-DYBRYzYX.css","6421","6/28/2026 3:32:12 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\recorder\assets\index-4ZiSSCmn.css","92234","6/28/2026 3:32:12 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\recorder\assets\codeMirrorModule-DeBYQozu.js","313009","6/28/2026 3:32:14 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\recorder\assets\index-Bq-mQf8S.js","365888","6/28/2026 3:32:14 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\recorder\assets\codicon-DCmgc-ay.ttf","80340","6/28/2026 3:32:16 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\traceViewer\assets",,"6/28/2026 3:32:13 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\traceViewer\codeMirrorModule.DYBRYzYX.css","6421","6/28/2026 3:32:12 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\traceViewer\defaultSettingsView.CjdS-WJx.css","112258","6/28/2026 3:32:12 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\traceViewer\index.CzXZzn5A.css","2111","6/28/2026 3:32:14 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\traceViewer\uiMode.BZQ54Kgt.css","60311","6/28/2026 3:32:14 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\traceViewer\xtermModule.DYP7pi_n.css","4150","6/28/2026 3:32:14 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\traceViewer\index.html","2363","6/28/2026 3:32:14 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\traceViewer\snapshot.html","389","6/28/2026 3:32:14 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\traceViewer\uiMode.html","727","6/28/2026 3:32:14 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\traceViewer\index.DMMX1gXU.js","6547","6/28/2026 3:32:14 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\traceViewer\snapshot.v8KI4P3m.js","660","6/28/2026 3:32:16 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\traceViewer\sw.bundle.js","95855","6/28/2026 3:32:16 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\traceViewer\uiMode.Ut8wwJNp.js","38514","6/28/2026 3:32:16 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\traceViewer\playwright-logo.svg","5033","6/28/2026 3:32:16 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\traceViewer\codicon.DCmgc-ay.ttf","80340","6/28/2026 3:32:16 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\traceViewer\manifest.webmanifest","429","6/28/2026 3:32:16 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\traceViewer\assets\codeMirrorModule-LEHpjmcn.js","313054","6/28/2026 3:32:14 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\traceViewer\assets\defaultSettingsView-BNmKHKpQ.js","658064","6/28/2026 3:32:14 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\traceViewer\assets\urlMatch-BYQrIQwR.js","819","6/28/2026 3:32:16 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\traceViewer\assets\xtermModule-CsJ4vdCR.js","292244","6/28/2026 3:32:16 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\dashboard\assets",,"6/28/2026 3:32:12 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\dashboard\index.html","1078","6/28/2026 3:32:14 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\dashboard\playwright-logo.svg","5645","6/28/2026 3:32:16 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\dashboard\assets\index-BY2S1tHT.css","142433","6/28/2026 3:32:14 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\dashboard\assets\index-C_5TMfeg.js","331501","6/28/2026 3:32:14 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\dashboard\assets\firefox-1bWoP6pv.svg","7488","6/28/2026 3:32:16 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\dashboard\assets\firefox-beta-k3eOH_eK.svg","9280","6/28/2026 3:32:16 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\dashboard\assets\firefox-nightly-Cp5nfeDT.svg","9143","6/28/2026 3:32:16 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\dashboard\assets\safari-na3_-uQk.svg","5254","6/28/2026 3:32:16 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\dashboard\assets\codicon-DCmgc-ay.ttf","80340","6/28/2026 3:32:16 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\htmlReport\report.css","108330","6/28/2026 3:32:14 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\htmlReport\index.html","464","6/28/2026 3:32:14 PM"
"D:\P2GC_Intelligence\MILES_OS\CONNECTORS\WEBSITE_B12\node_modules\playwright-core\lib\vite\htmlReport\report.js","416009","6/28/2026 3:32:16 PM"
