"Category","RelativePath","SizeKB","LastWriteTime"
"ACTIVE_CORE","SERVICES\ExecutionService.js","10.43","7/6/2026 11:19:22 PM"
"ACTIVE_CORE","SERVICES\ExecutiveBrainService.js","7.36","7/4/2026 12:58:22 AM"
"ACTIVE_CORE","SERVICES\ExecutiveBriefService.js","8.19","6/30/2026 9:08:50 PM"
"ACTIVE_CORE","SERVICES\ExecutiveDashboardService.js","12.29","7/4/2026 1:48:24 AM"
"ACTIVE_CORE","SERVICES\ExecutiveDispatcher.js","4.13","7/3/2026 5:53:02 PM"
"ACTIVE_CORE","SERVICES\ExecutiveIntelligenceService.js","4.91","7/9/2026 8:43:24 PM"
"ACTIVE_CORE","SERVICES\ExecutiveResponseService.js","5.69","7/6/2026 8:10:46 PM"
"ACTIVE_CORE","SERVICES\ExecutiveStateService.js","1.05","6/29/2026 8:22:48 PM"
"ACTIVE_CORE","SERVICES\FailureLearningService.js","1.96","7/4/2026 1:55:46 AM"
"ACTIVE_CORE","SERVICES\FileSystemProviderController.js","2.41","7/4/2026 2:18:28 AM"
"ACTIVE_CORE","SERVICES\GoogleWorkspaceProviderController.js","0.55","7/4/2026 2:18:28 AM"
"ACTIVE_CORE","SERVICES\HeartbeatService.js","1.2","7/4/2026 1:29:32 AM"
"ACTIVE_CORE","SERVICES\InstantlyActionBridgeService.js","3.38","7/4/2026 2:26:50 AM"
"ACTIVE_CORE","SERVICES\InstantlyApiClient.js","3.48","7/4/2026 2:26:50 AM"
"ACTIVE_CORE","SERVICES\InstantlyControlledWriteService.js","6.52","7/4/2026 2:44:14 AM"
"ACTIVE_CORE","SERVICES\InstantlyLiveIntegrationService.js","2.59","7/4/2026 2:26:50 AM"
"ACTIVE_CORE","SERVICES\InstantlyLiveProviderController.js","7.51","7/4/2026 2:26:50 AM"
"ACTIVE_CORE","SERVICES\InstantlyProviderCompatibilityService.js","5.04","7/4/2026 2:58:22 AM"
"ACTIVE_CORE","SERVICES\InstantlyProviderController.js","0.71","7/4/2026 2:18:28 AM"
"ACTIVE_CORE","SERVICES\JsonFileService.js","1.09","7/4/2026 1:29:10 AM"
"ACTIVE_CORE","SERVICES\LearningDataService.js","2.91","7/9/2026 6:00:10 PM"
"ACTIVE_CORE","SERVICES\LiveAutonomousBusinessMode.js","4.1","7/2/2026 8:32:18 PM"
"ACTIVE_CORE","SERVICES\LiveProductionExecutionSystem.js","4.25","7/2/2026 9:00:18 PM"
"ACTIVE_CORE","SERVICES\LoopSchedulerService.js","1.12","7/4/2026 1:30:00 AM"
"ACTIVE_CORE","SERVICES\MemoryService.js","1.21","6/29/2026 2:43:06 PM"
"ACTIVE_CORE","SERVICES\MilesAdaptiveRealTimeIntelligenceSystem.js","4.25","7/2/2026 9:02:54 PM"
"ACTIVE_CORE","SERVICES\MilesSelfLearningCompanyAI.js","4.24","7/2/2026 9:01:18 PM"
"ACTIVE_CORE","SERVICES\NamecheapProviderController.js","0.59","7/4/2026 2:18:28 AM"
"ACTIVE_CORE","SERVICES\OrionProviderController.js","0.48","7/4/2026 2:18:28 AM"
"ACTIVE_CORE","SERVICES\OutboundService.js","17.95","6/30/2026 9:20:20 PM"
"ACTIVE_CORE","SERVICES\PlannerService.js","4.3","7/1/2026 9:09:20 PM"
"ACTIVE_CORE","SERVICES\PriorityOptimizationService.js","1.61","7/4/2026 1:55:46 AM"
"ACTIVE_CORE","SERVICES\ProductionCOOEngine.js","1.76","7/3/2026 6:27:00 PM"
"ACTIVE_CORE","SERVICES\ProviderAuthorityRegistryService.js","8.94","7/4/2026 2:58:22 AM"
"ACTIVE_CORE","SERVICES\ProviderCapabilityBindingService.js","2.55","7/4/2026 2:58:22 AM"
"ACTIVE_CORE","SERVICES\ProviderControllerExecutionService.js","2.06","7/4/2026 2:18:50 AM"
"ACTIVE_CORE","SERVICES\ProviderControllerHealthService.js","1.25","7/4/2026 2:18:50 AM"
"ACTIVE_CORE","SERVICES\ProviderControllerRegistryService.js","2.24","7/4/2026 2:18:50 AM"
"ACTIVE_CORE","SERVICES\ProviderInterfaceAdapterService.js","2.24","7/4/2026 2:58:22 AM"
"ACTIVE_CORE","SERVICES\ProviderRegistryService.js","12.13","7/4/2026 2:09:10 AM"
"ACTIVE_CORE","SERVICES\ProviderRouterService.js","6.13","7/1/2026 9:03:48 PM"
"ACTIVE_CORE","SERVICES\ProviderSynchronizationService.js","4.92","7/4/2026 2:58:22 AM"
"ACTIVE_CORE","SERVICES\QueueRecoveryService.js","4.92","7/4/2026 1:29:32 AM"
"ACTIVE_CORE","SERVICES\RealWorldIntegrationLayer.js","3.42","7/2/2026 8:30:42 PM"
"ACTIVE_CORE","SERVICES\RecommendationEngineService.js","1.84","7/4/2026 1:55:46 AM"
"ACTIVE_CORE","SERVICES\ReplyIntelligenceEngine.js","4.75","7/2/2026 8:18:52 PM"
"ACTIVE_CORE","SERVICES\RepositoryRegistryService.js","20.54","7/4/2026 12:18:54 AM"
"ACTIVE_CORE","SERVICES\RepositorySearchService.js","7.64","7/7/2026 10:55:50 AM"
"ACTIVE_CORE","SERVICES\RestartGuardianService.js","1.54","7/4/2026 1:30:00 AM"
"ACTIVE_CORE","SERVICES\RetryManagerService.js","0.61","7/4/2026 2:49:04 AM"
"ACTIVE_CORE","SERVICES\RoutingLearningService.js","2.08","7/4/2026 1:55:46 AM"
"ACTIVE_CORE","SERVICES\RuntimeHealthService.js","2.22","7/4/2026 1:29:32 AM"
"ACTIVE_CORE","SERVICES\RuntimeRecoveryService.js","3.1","7/4/2026 11:23:32 PM"
"ACTIVE_CORE","SERVICES\SchedulerService.js","1.37","6/29/2026 7:19:44 PM"
"ACTIVE_CORE","SERVICES\SelfEngineeringService.js","2.37","7/2/2026 3:05:58 PM"
"ACTIVE_CORE","SERVICES\SelfLearningService.js","5.11","7/4/2026 1:55:46 AM"
"ACTIVE_CORE","SERVICES\SelfMaintenanceService.js","10.85","7/6/2026 11:32:32 PM"
"ACTIVE_CORE","SERVICES\StartProductionSystem.js","2.34","7/7/2026 5:32:56 PM"
"ACTIVE_CORE","SERVICES\SystemRootGuard.js","3.31","7/2/2026 6:36:48 PM"
"ACTIVE_CORE","SERVICES\TaskManager.js","0.67","6/29/2026 7:01:54 PM"
"ACTIVE_CORE","SERVICES\TaskRouterService.js","9.94","7/4/2026 1:07:56 AM"
"ACTIVE_CORE","SERVICES\TestRunnerService.js","4.47","7/2/2026 3:03:40 PM"
"ACTIVE_CORE","SERVICES\test_autonomous_coo_loop.js","0.33","7/1/2026 1:31:42 AM"
"ACTIVE_CORE","SERVICES\TimeUtil.js","0.57","7/4/2026 1:29:10 AM"
"ACTIVE_CORE","SERVICES\WebsiteProviderController.js","0.49","7/4/2026 2:18:28 AM"
"ACTIVE_CORE","SERVICES\WorkflowService.js","2.06","7/7/2026 6:15:20 PM"
"ACTIVE_CORE","SERVICES\WorkforceExecutionService.js","18.53","7/2/2026 4:34:18 PM"
"ACTIVE_CORE","SERVICES\WorkforceService.js","2.87","6/29/2026 8:15:44 PM"
"ACTIVE_CORE","SERVICES\WorkPackageService.js","2.27","6/29/2026 8:33:38 PM"
"ACTIVE_CORE","SERVICES\WorkQueueService.js","21.56","7/8/2026 4:25:26 PM"
"ACTIVE_CORE","SERVICES\WorkerExecutionBridge.js","1.59","7/9/2026 12:42:30 PM"
"ACTIVE_CORE","SERVICES\WorkerRegistry.js","0.46","7/9/2026 12:39:58 PM"
"ACTIVE_CORE","SERVICES\WorkerBootstrap.js","1.27","7/9/2026 2:39:38 PM"
"ACTIVE_CORE","SERVICES\ExecutiveMissionRouter.js","2.14","7/9/2026 2:47:32 PM"
"ACTIVE_CORE","SERVICES\DepartmentMissionAdapter.js","0.87","7/9/2026 2:48:24 PM"
"ACTIVE_CORE","SERVICES\DepartmentBootstrap.js","0.44","7/9/2026 2:52:36 PM"
"ACTIVE_CORE","SERVICES\MissionLifecycleService.js","3.09","7/9/2026 3:48:34 PM"
"ACTIVE_CORE","SERVICES\MissionSupervisor.js","1.65","7/9/2026 3:05:48 PM"
"ACTIVE_CORE","SERVICES\ResolutionEngine.js","1.47","7/9/2026 4:01:38 PM"
"ACTIVE_CORE","SERVICES\ResolutionMemoryService.js","1.48","7/9/2026 3:59:18 PM"
"ACTIVE_CORE","SERVICES\ConfigService.js","1.59","7/9/2026 6:10:14 PM"
"ACTIVE_CORE","SERVICES\CapabilityRegistry.js","1.43","7/9/2026 6:14:24 PM"
"ACTIVE_CORE","SERVICES\AssetRegistry.js","0.92","7/9/2026 6:17:48 PM"
"ACTIVE_CORE","SERVICES\ExecutiveEnvironmentService.js","0.91","7/9/2026 6:21:40 PM"
"ACTIVE_CORE","SERVICES\MissionCapabilityResolver.js","1.14","7/9/2026 6:24:36 PM"
"ACTIVE_CORE","SERVICES\WorkerSelector.js","1.09","7/9/2026 6:30:08 PM"
"ACTIVE_CORE","SERVICES\WorkerContract.js","1.09","7/9/2026 6:32:26 PM"
"ACTIVE_CORE","SERVICES\BusinessWorker.js","1.26","7/9/2026 6:34:02 PM"
"ACTIVE_CORE","SERVICES\RuntimeActivationAuditService.js","3.36","7/9/2026 6:39:38 PM"
"ACTIVE_CORE","SERVICES\InstantlyCampaignInventoryService.js","4.64","7/9/2026 7:37:12 PM"
"ACTIVE_CORE","SERVICES\InstantlyExecutiveAdvisor.js","4.54","7/9/2026 7:50:04 PM"
"ACTIVE_CORE","SERVICES\MissionCreationService.js","5.97","7/9/2026 8:04:14 PM"
"ACTIVE_CORE","SERVICES\RuntimeConsolidationAuditService.js","5.84","7/9/2026 8:34:30 PM"
"ACTIVE_CORE","SERVICES\EnterpriseRuntimeManager.js","4.48","7/9/2026 8:37:08 PM"
"ACTIVE_CORE","SERVICES\BusinessOperationsBridgeService.backup_20260710_172805.js","8.82","7/7/2026 12:14:38 PM"
"ACTIVE_CORE","SERVICES\Browser\BrowserSessionEnroller.js","2.28","7/1/2026 3:43:20 PM"
"ACTIVE_CORE","SERVICES\Browser\BrowserSessionManager.js","3.52","7/1/2026 3:27:50 PM"
"ACTIVE_CORE","SERVICES\Browser\Workers\InstantlyCampaignOperator.js","12.68","7/2/2026 4:34:18 PM"
"ACTIVE_CORE","SERVICES\capability_builder\AutonomousCapabilityBuilderService.js","8.11","7/10/2026 1:32:48 PM"
"ACTIVE_CORE","SERVICES\capability_engine\CapabilityDeploymentEngine.js","23.58","7/5/2026 9:39:46 PM"
"ACTIVE_CORE","SERVICES\capability_engine\CapabilityDeploymentEngineManager.js","8.77","7/5/2026 9:42:14 PM"
"ACTIVE_CORE","SERVICES\connector_runtime\ConnectorRuntime.js","24.73","7/11/2026 2:21:48 PM"
"ACTIVE_CORE","SERVICES\connector_runtime\ConnectorRuntimeManager.js","6.58","7/5/2026 11:11:34 PM"
"ACTIVE_CORE","SERVICES\Decision\ApprovalEngine.js","0.62","7/1/2026 1:35:14 PM"
"ACTIVE_CORE","SERVICES\Decision\AuthorityEngine.js","1.01","7/1/2026 1:33:12 PM"
"ACTIVE_CORE","SERVICES\Decision\ConfidenceEngine.js","0.68","7/1/2026 1:34:46 PM"
"ACTIVE_CORE","SERVICES\Decision\DecisionEngine.js","1.09","7/1/2026 1:35:38 PM"
"ACTIVE_CORE","SERVICES\Decision\PolicyEngine.js","0.89","7/1/2026 1:34:16 PM"
"ACTIVE_CORE","SERVICES\Decision\RiskEngine.js","0.85","7/1/2026 1:33:44 PM"
"ACTIVE_CORE","SERVICES\decision_engine\AutonomousDecisionEngine.js","19.65","7/5/2026 9:35:14 PM"
"ACTIVE_CORE","SERVICES\decision_engine\AutonomousDecisionEngineManager.js","8.71","7/5/2026 9:36:46 PM"
"ACTIVE_CORE","SERVICES\digital_coo\COOBusinessStateEngine.js","19.2","7/5/2026 10:41:54 PM"
"ACTIVE_CORE","SERVICES\digital_coo\COOExecutionLoop.js","15.44","7/5/2026 10:36:44 PM"
"ACTIVE_CORE","SERVICES\digital_coo\COOGoalEngine.js","12.53","7/5/2026 10:34:38 PM"
"ACTIVE_CORE","SERVICES\digital_coo\DigitalCOOHost.js","28.13","7/9/2026 10:43:34 PM"
"ACTIVE_CORE","SERVICES\digital_coo\DigitalCOORuntime.js","22.59","7/9/2026 11:00:26 PM"
"ACTIVE_CORE","SERVICES\digital_coo\DigitalCOORuntimeManager.js","16.31","7/5/2026 9:31:30 PM"
"ACTIVE_CORE","SERVICES\digital_coo\MarketingCOOService.js","5.11","7/8/2026 5:00:06 PM"
"ACTIVE_CORE","SERVICES\digital_coo\MilesCommandCenter.js","14.77","7/7/2026 12:14:38 PM"
"ACTIVE_CORE","SERVICES\digital_coo\MilesExecutionTracer.js","4.44","7/5/2026 11:27:52 PM"
"ACTIVE_CORE","SERVICES\digital_coo\InstantlyCOOService.js","25.58","7/11/2026 2:40:22 PM"
"ACTIVE_CORE","SERVICES\Discovery\DiscoveryEngine.js","9.74","7/1/2026 8:54:20 PM"
"ACTIVE_CORE","SERVICES\Discovery\MarketingDiscovery.js","1.74","7/1/2026 2:27:02 PM"
"ACTIVE_CORE","SERVICES\Discovery\OrionDiscovery.js","1.59","7/1/2026 2:27:38 PM"
"ACTIVE_CORE","SERVICES\Events\EventBus.js","3.41","7/1/2026 1:44:06 PM"
"ACTIVE_CORE","SERVICES\Events\EventTypes.js","0.32","7/1/2026 1:50:06 PM"
"ACTIVE_CORE","SERVICES\Executive\CEOApprovalQueue.js","4.07","7/1/2026 3:22:24 PM"
"ACTIVE_CORE","SERVICES\Learning\ConfidenceAdjuster.js","0.62","7/1/2026 2:09:04 PM"
"ACTIVE_CORE","SERVICES\Learning\DecisionHistory.js","0.92","7/1/2026 2:09:30 PM"
"ACTIVE_CORE","SERVICES\Learning\LearningEngine.js","1.29","7/1/2026 2:05:48 PM"
